header,class,mechanism,group,database
Bla|TEM-84|AF417130|209-1069|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Fos|fosA_8_ACHE01000077|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA,megares
Bla|GQ434004.1|gene2|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB,megares
Bla|OXA-60_4_AY662675|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Elf|CP001918.1|gene4764|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB,megares
Bla|OKP-A-15|FJ755841|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP,megares
Bla|VIM-36|JX982635|1-801|801|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM,megares
Flq|NC_003197.1.1254697|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,megares
Bla|OXA-111|EF650037|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
MLS|vatE_8_AY043209|MLS|Streptogramin_A_O-acetyltransferase|VATE,MLS,Streptogramin A O-acetyltransferase,VATE,megares
Gly|VanE|FJ872411|39736-40794|1059|Glycopeptides|VanE-type_resistance_protein|VANE,Glycopeptides,VanE-type resistance protein,VANE,megares
CARD|phgb|AM087453|25-856|ARO:3001138|SHV-84|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Elf|CP000675.2|gene397|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB,megares
Bla|OXA-134|FJ195387|695-1516|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Bla|NC_010066.5774791|betalactams|Class_A_betalactamases|BLAZ,betalactams,Class A betalactamases,BLAZ,megares
CARD|phgb|AJ878850|1196-1829|ARO:3003110|catB10|Phenicol|Chloramphenicol_acetyltransferases|CAT,Phenicol,Chloramphenicol acetyltransferases,CAT,megares
Bla|CTX-M-82_1_DQ256091|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
CARD|phgb|NC_012491|4758175-4759207|ARO:3002815|clbB|Phenicol|Phenicol_23S_rRNA_methyltransferases|CLBB,Phenicol,Phenicol 23S rRNA methyltransferases,CLBB,megares
Gly|GQ149347.1|gene3|Glycopeptides|Bleomycin_resistance_protein|BRP,Glycopeptides,Bleomycin resistance protein,BRP,megares
Bla|SHV-35|AY070258|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Bla|ACT-3_1_EF125013|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT,megares
801|AY238971.1|AY238971|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA,megares
gi|698174169|gb|KM087839.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY,megares
101|unknown_id|unknown_name|MLS|23S_rRNA_methyltransferases|ERMA,MLS,23S rRNA methyltransferases,ERMA,megares
gi|146771514|gb|EF576988.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
CARD|phgb|U46859|22365-24057|ARO:3003049|rosB|Cationic_antimicrobial_peptides|Cationic_antimicrobial_peptide_efflux_pumps|rosB,Cationic antimicrobial peptides,Cationic antimicrobial peptide efflux pumps,rosB,megares
gi|160858183|emb|AJ866283.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Bla|SHV-7|U20270|125-985|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
AGly|AY138986.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,megares
Phe|AY232670.1|gene3|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB,megares
Bla|IMIH|AJ548797|924-1688|765|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA,megares
CARD|phgb|AB219524.1|1176-4338|ARO:3003699|mexQ|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXQ,Multi-drug resistance,Multi-drug efflux pumps,MEXQ,megares
Fos|fosA_10_EU195449|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA,megares
CARD|pvgb|NC_003112|2157528-2158524|ARO:3000464|Neisseria|Multi-drug_resistance|MDR_mutant_porin_proteins|POR|RequiresSNPConfirmation,Multi-drug resistance,MDR mutant porin proteins,POR,megares
Flq|QnrVC1_1_EU436855.2|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,Fluoroquinolones,Quinolone resistance protein Qnr,QNRVC,megares
CARD|phgb|AF197943|0-705|ARO:3000849|Sfh-1|betalactams|Class_B_betalactamases|SFH1,betalactams,Class B betalactamases,SFH1,megares
Bla|KF526114.1|gene1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY,megares
Flq|QnrB42|JN680743|1-645|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,megares
511|unknown_id|unknown_name|betalactams|Class_C_betalactamases|ACC,betalactams,Class C betalactamases,ACC,megares
CARD|phgb|NZ_AGSO01000004|76451-77432|ARO:3003071|mphE|MLS|Macrolide_phosphotransferases|MPHE,MLS,Macrolide phosphotransferases,MPHE,megares
CARD|phgb|AP009048|4303042-4304509|ARO:3003550|mdtP|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTP,Multi-drug resistance,Multi-drug efflux pumps,MDTP,megares
1356|AF426161.1|AF426161|betalactams|Class_A_betalactamases|DES1,betalactams,Class A betalactamases,DES1,megares
Flq|QnrB41|JN166690|1-681|681|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,megares
Bla|TEM-167|FJ360884|214-1074|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
gi|401716858|gb|JX311308.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM,megares
Gly|VanS-D|AB242319|689-1834|1146|Glycopeptides|VanD-type_regulator|VANSD,Glycopeptides,VanD-type regulator,VANSD,megares
gi|433285820|emb|HE819401.1|betalactams|Class_C_betalactamases|ACC,betalactams,Class C betalactamases,ACC,megares
CARD|phgb|X92945|0-648|ARO:3002670|cat|Phenicol|Chloramphenicol_acetyltransferases|CAT,Phenicol,Chloramphenicol acetyltransferases,CAT,megares
MLS|U59450.1|gene2|MLS|23S_rRNA_methyltransferases|ERMV,MLS,23S rRNA methyltransferases,ERMV,megares
MLS|ErmC|M19652|988-1722|735|MLS|23S_rRNA_methyltransferases|ERMC,MLS,23S rRNA methyltransferases,ERMC,megares
Phe|D16171.1|gene1|pp-cat|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA,megares
Bla|KJ427797.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
CARD|phgb|EU250284|5415-6510|ARO:3002938|vanSL|Glycopeptides|VanL-type_regulator|VANSL,Glycopeptides,VanL-type regulator,VANSL,megares
AGly|AadA15|DQ393783|1800-2591|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,megares
CARD|phgb|AY055428|20268-21084|ARO:3000412|sul2|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,megares
Bla|cphA8|AY261375|1-765|765|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA,megares
gi|238801079|gb|FJ971899.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
gi|570963934|gb|KF769131.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
Bla|TEM-148|AM087454|209-1069|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
gi|544207403|gb|KF203102.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
gi|698174177|gb|KM087843.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT,megares
Bla|IMP-20|AB196988|1-741|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP,megares
CARD|pvgb|NC_002516.2|2212676-2213309|ARO:3003709|mexZ|Aminoglycosides|Aminoglycoside-resistance_regulator_mutation|MEXZ|RequiresSNPConfirmation,Aminoglycosides,Aminoglycoside-resistance regulator mutation,MEXZ,megares
Sul|NC_002163.1.904908|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,megares
Bla|SFO-1_1_AB003148|betalactams|Class_A_betalactamases|SFO,betalactams,Class A betalactamases,SFO,megares
CARD|phgb|AHFH01000066|19120-20020|ARO:3000318|mphB|MLS|Macrolide_phosphotransferases|MPHB,MLS,Macrolide phosphotransferases,MPHB,megares
Mdr|NC_002745.1123448|Methicillin|Multi-drug_resistance|MDR_regulator|MGRA,Multi-drug resistance,MDR regulator,MGRA,megares
Bla|ACC-2|AF180952|1565-2737|1173|betalactams|Class_C_betalactamases|ACC,betalactams,Class C betalactamases,ACC,megares
gi|558607391|gb|KF513178.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Bla|CTX-M-1_4_AJ416342|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
Bla|SHV-1_11_EF035565|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Bla|TEM-72|AF157553|147-1008|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
gi|68137405|gb|DQ075245.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Sul|sul2_9_FJ197818|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,megares
Bla|IMIS|Y10415|126-893|768|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA,megares
gi|407731522|gb|JX440352.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY,megares
Bla|cfiA4|AB087229|1-750|750|betalactams|Class_B_betalactamases|CFIA,betalactams,Class B betalactamases,CFIA,megares
Bla|SHV-1|AF148850|6-866|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
CARD|pvgb|AL123456|412756-414238|ARO:3003451|Mycobacterium|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_iniC|INIC|RequiresSNPConfirmation,Mycobacterium tuberculosis-specific Drug,Ethambutol-resistant iniC,INIC,megares
1157|AB916359.1|AB916359|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
Bla|CTX-M-60|AM411407|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
Gly|VanRc4|EU151753|3848-4543|696|Glycopeptides|VanC-type_regulator|VANRC,Glycopeptides,VanC-type regulator,VANRC,megares
CARD|phgb|KF147862|0-654|ARO:3000559|adeN|Multi-drug_resistance|MDR_regulator|ADEN,Multi-drug resistance,MDR regulator,ADEN,megares
CARD|phgb|EU250284|2574-3564|ARO:3002973|vanTmL|Glycopeptides|VanL-type_resistance_protein|VANTML,Glycopeptides,VanL-type resistance protein,VANTML,megares
gi|42406212|gb|AY524987.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM,megares
Flq|QnrB36|JN173058|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,megares
CARD|pvgb|AL450380|7317-11067|ARO:3003298|Mycobaterium|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,megares
CARD|phgb|L29045|259-700|ARO:3002557|AAC6-PRIME-Ij|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,megares
Bla|CTX-M-14_4_EU274579|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
MLS|ereA_2_AF099140|MLS|Macrolide_esterases|EREA,MLS,Macrolide esterases,EREA,megares
509|unknown_id|unknown_name|betalactams|Class_A_betalactamases|SCO,betalactams,Class A betalactamases,SCO,megares
1295|AF091113.2|AF091113|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
CARD|pvgb|CP003583|914819-915452|ARO:3003078|Enterococcus|Lipopeptides|Daptomycin-resistant_liaFSR|LIAFSR|RequiresSNPConfirmation,Lipopeptides,Daptomycin-resistant liaFSR,LIAFSR,megares
CARD|phgb|AP009048|4337959-4338628|ARO:3003582|PmrA|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|pmrA,Cationic antimicrobial peptides,Polymyxin B resistance regulator,pmrA,megares
661|JQ808129.1|JQ808129|Aminoglycosides|16S_rRNA_methyltransferases|RMTF,Aminoglycosides,16S rRNA methyltransferases,RMTF,megares
592|HQ424460.1|HQ424460|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,megares
Mdr|AP009048.1|gene2135|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTD,Multi-drug resistance,Multi-drug efflux pumps,MDTD,megares
gi|508128869|gb|KC964871.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
333|AY509111.1|AY509111|Multi-drug_resistance|Multi-drug_efflux_pumps|DRRA,Multi-drug resistance,Multi-drug efflux pumps,DRRA,megares
Bla|GOB-16|GU188443|1-873|873|betalactams|Class_B_betalactamases|GOB,betalactams,Class B betalactamases,GOB,megares
AGly|AadE-Pp|HE577054|1299623-1300477|855|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,megares
CARD|phgb|ACNI01000036|30014-30740|ARO:3003072|Bacillus|MLS|Macrolide_phosphotransferases|MPH,MLS,Macrolide phosphotransferases,MPH,megares
1899|AM932669.1|AM932669|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,megares
gi|558500530|gb|KF663615.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
ACou|NC_008702.1.4609137|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,megares
CARD|phgb|AY509120|22652-23495|ARO:3001302|chrB|MLS|23S_rRNA_methyltransferases|CHRB,MLS,23S rRNA methyltransferases,CHRB,megares
Bla|SHV-76|AM176551|31-891|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Bla|SHV-79|AM176554|31-891|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
gi|829027062|gb|KP410856.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Bla|OXA-20|AF024602|1238-2038|801|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Tet|tet40_1_FJ158002|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,megares
Sul|sul1_32_EF592571|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI,megares
Bla|IND-2b|EF672681|1-732|732|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND,megares
Phe|FexA|JQ041372|14024-15451|1428|Phenicol|Phenicol_efflux_pumps|FEXA,Phenicol,Phenicol efflux pumps,FEXA,megares
Bla|TEM-126|AY628199|204-1064|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
CARD|phgb|AF347054|208-1069|ARO:3000947|TEM-80|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
gi|378939968|gb|JN935136.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
gi|53854915|gb|AY743434.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY,megares
CARD|phgb|NC_002516|5151077-5154209|ARO:3000801|mexD|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXD,Multi-drug resistance,Multi-drug efflux pumps,MEXD,megares
CARD|phgb|HQ433550|0-1020|ARO:3000813|mexS|Multi-drug_resistance|MDR_regulator|MEXS,Multi-drug resistance,MDR regulator,MEXS,megares
gi|23953862|gb|AY143430.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
Flq|NC_012491.1.7717618|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,megares
Bla|OXA-235|JQ820240|591-1421|831|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Bla|TEM-129|AY452662|184-1044|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Bla|GES-6|AY494718|1-864|864|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES,megares
Bla|CTX-M-76|AM982520|5549-6424|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
Bla|VIM-19|FJ915116|1-801|801|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM,megares
Bla|OXA-78|AY862132|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Bla|FOX-2|Y10282|19-1167|1149|betalactams|Class_C_betalactamases|FOX,betalactams,Class C betalactamases,FOX,megares
1550|KJ510410.1|KJ510410|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP,megares
CARD|phgb|AF117744|0-780|ARO:3001078|SHV-20|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Bla|VEB-7|FJ825622|1-900|900|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB,megares
Bla|TEM-207_1_KC818234|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Bla|NC_010611.6236097|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
CARD|pvgb|AF469609|566-3353|ARO:3003297|Bartonella|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,megares
Sul|sul2_12_AF497970|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,megares
Mdr|AB015853.1|gene2|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXY,Multi-drug resistance,Multi-drug efflux pumps,MEXY,megares
Rif|NC_002163.1.904806|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,megares
CARD|phgb|NC_002516.2|3982020-3984009|ARO:3002985|arnA|Cationic_antimicrobial_peptides|Lipid_A_modification|ARNA,Cationic antimicrobial peptides,Lipid A modification,ARNA,megares
Bla|OXA|FJ872530|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
gi|591542941|gb|KJ207208.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT,megares
Bla|OXA-19|FJ906752|1219-2019|801|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Fos|fosA_1_NZ_ACWU01000146|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA,megares
CARD|pvgb|AL123456|4246513-4249810|ARO:3003326|Mycobacterium|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBB|RequiresSNPConfirmation,Mycobacterium tuberculosis-specific Drug,Ethambutol resistant arabinosyltransferase,EMBB,megares
CARD|phgb|U97042|1263-4347|ARO:3003010|ceoB|Multi-drug_resistance|Multi-drug_efflux_pumps|CEOB,Multi-drug resistance,Multi-drug efflux pumps,CEOB,megares
Bla|OXA-50_2_AY306133|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Tet|tetC_9_AY046276|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETC,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETC,megares
gi|13591818|gb|AF357599.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY,megares
gi|407731530|gb|JX440354.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT,megares
